survey version standard standard_catagory shift ATLAS-c0 ATLAS-o0 ATLAS-c1 ATLAS-o1 ATLAS-c2 ATLAS-o2 ATLAS-c3 ATLAS-o3 ATLAS-c4 ATLAS-o4 ATLAS-c5 ATLAS-o5 ATLAS-c6 ATLAS-o6 ATLAS-c7 ATLAS-o7 ATLAS-c8 ATLAS-o8 
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd095849_v2.fits stis_ngsl_v2 0 5.992236673900916 5.403537473827171 5.992236673900916 5.403537473827171 5.992236673900916 5.403537473827171 5.992236673900916 5.403537473827171 5.992236673900916 5.403537473827171 5.992236673900916 5.403537473827171 5.992236673900916 5.403537473827171 5.992236673900916 5.403537473827171 5.992236673900916 5.403537473827171
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd020039_v2.fits stis_ngsl_v2 0 8.924738704489489 8.562022408908057 8.924738704489489 8.562022408908057 8.924738704489489 8.562022408908057 8.924738704489489 8.562022408908057 8.924738704489489 8.562022408908057 8.924738704489489 8.562022408908057 8.924738704489489 8.562022408908057 8.924738704489489 8.562022408908057 8.924738704489489 8.562022408908057
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd126327_v2.fits stis_ngsl_v2 0 7.59378591619177 4.80579532581255 7.59378591619177 4.80579532581255 7.59378591619177 4.80579532581255 7.59378591619177 4.80579532581255 7.59378591619177 4.80579532581255 7.59378591619177 4.80579532581255 7.59378591619177 4.80579532581255 7.59378591619177 4.80579532581255 7.59378591619177 4.80579532581255
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd030834_v2.fits stis_ngsl_v2 0 4.811983470692052 4.056021644254457 4.811983470692052 4.056021644254457 4.811983470692052 4.056021644254457 4.811983470692052 4.056021644254457 4.811983470692052 4.056021644254457 4.811983470692052 4.056021644254457 4.811983470692052 4.056021644254457 4.811983470692052 4.056021644254457 4.811983470692052 4.056021644254457
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd072324_v2.fits stis_ngsl_v2 0 6.399405446957051 5.922738302550833 6.399405446957051 5.922738302550833 6.399405446957051 5.922738302550833 6.399405446957051 5.922738302550833 6.399405446957051 5.922738302550833 6.399405446957051 5.922738302550833 6.399405446957051 5.922738302550833 6.399405446957051 5.922738302550833 6.399405446957051 5.922738302550833
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd111721_v2.fits stis_ngsl_v2 0 8.023185545869119 7.613799182037521 8.023185545869119 7.613799182037521 8.023185545869119 7.613799182037521 8.023185545869119 7.613799182037521 8.023185545869119 7.613799182037521 8.023185545869119 7.613799182037521 8.023185545869119 7.613799182037521 8.023185545869119 7.613799182037521 8.023185545869119 7.613799182037521
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd160762_v2.fits stis_ngsl_v2 0 3.6880331659069974 4.064743799679523 3.6880331659069974 4.064743799679523 3.6880331659069974 4.064743799679523 3.6880331659069974 4.064743799679523 3.6880331659069974 4.064743799679523 3.6880331659069974 4.064743799679523 3.6880331659069974 4.064743799679523 3.6880331659069974 4.064743799679523 3.6880331659069974 4.064743799679523
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd124186_v2.fits stis_ngsl_v2 0 6.1908483961431 5.577766159807744 6.1908483961431 5.577766159807744 6.1908483961431 5.577766159807744 6.1908483961431 5.577766159807744 6.1908483961431 5.577766159807744 6.1908483961431 5.577766159807744 6.1908483961431 5.577766159807744 6.1908483961431 5.577766159807744 6.1908483961431 5.577766159807744
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd146233_v2.fits stis_ngsl_v2 0 5.567350705109249 5.328370028737073 5.567350705109249 5.328370028737073 5.567350705109249 5.328370028737073 5.567350705109249 5.328370028737073 5.567350705109249 5.328370028737073 5.567350705109249 5.328370028737073 5.567350705109249 5.328370028737073 5.567350705109249 5.328370028737073 5.567350705109249 5.328370028737073
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd041357_v2.fits stis_ngsl_v2 0 5.3316278341645145 5.3823211772113915 5.3316278341645145 5.3823211772113915 5.3316278341645145 5.3823211772113915 5.3316278341645145 5.3823211772113915 5.3316278341645145 5.3823211772113915 5.3316278341645145 5.3823211772113915 5.3316278341645145 5.3823211772113915 5.3316278341645145 5.3823211772113915 5.3316278341645145 5.382321177211388
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd025329_v2.fits stis_ngsl_v2 0 8.528073667916612 8.079609123560235 8.528073667916612 8.079609123560235 8.528073667916612 8.079609123560235 8.528073667916612 8.079609123560235 8.528073667916612 8.079609123560235 8.528073667916612 8.079609123560235 8.528073667916612 8.079609123560235 8.528073667916612 8.079609123560235 8.528073667916612 8.079609123560235
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd072968_v2.fits stis_ngsl_v2 0 5.674128364140724 5.919631169973716 5.674128364140724 5.919631169973716 5.674128364140724 5.919631169973716 5.674128364140724 5.919631169973716 5.674128364140724 5.919631169973716 5.674128364140724 5.919631169973716 5.674128364140724 5.919631169973716 5.674128364140724 5.919631169973716 5.674128364140724 5.919631169973716
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g115-58_v2.fits stis_ngsl_v2 0 12.182880332607265 12.006863951769308 12.182880332607265 12.006863951769308 12.182880332607265 12.006863951769308 12.182880332607265 12.006863951769308 12.182880332607265 12.006863951769308 12.182880332607265 12.006863951769308 12.182880332607265 12.006863951769308 12.182880332607265 12.006863951769308 12.182880332607265 12.006863951769308
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd004813_v2.fits stis_ngsl_v2 0 5.1946052106787235 5.019717722179479 5.1946052106787235 5.019717722179479 5.1946052106787235 5.019717722179479 5.1946052106787235 5.019717722179479 5.1946052106787235 5.019717722179479 5.1946052106787235 5.019717722179479 5.1946052106787235 5.019717722179479 5.1946052106787235 5.019717722179479 5.1946052106787235 5.019717722179475
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd142926_v2.fits stis_ngsl_v2 0 5.664251412819173 5.975947745505849 5.664251412819173 5.975947745505849 5.664251412819173 5.975947745505849 5.664251412819173 5.975947745505849 5.664251412819173 5.975947745505849 5.664251412819173 5.975947745505849 5.664251412819173 5.975947745505849 5.664251412819173 5.975947745505849 5.664251412819173 5.975947745505849
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd164257_v2.fits stis_ngsl_v2 0 6.741339107866011 6.89046633700525 6.741339107866011 6.89046633700525 6.741339107866011 6.89046633700525 6.741339107866011 6.89046633700525 6.741339107866011 6.89046633700525 6.741339107866011 6.89046633700525 6.741339107866011 6.89046633700525 6.741339107866011 6.89046633700525 6.741339107866011 6.89046633700525
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd196725_v2.fits stis_ngsl_v2 0 5.759964528373143 4.972992342233951 5.759964528373143 4.972992342233951 5.759964528373143 4.972992342233951 5.759964528373143 4.972992342233951 5.759964528373143 4.972992342233951 5.759964528373143 4.972992342233951 5.759964528373143 4.972992342233951 5.759964528373143 4.972992342233951 5.759964528373143 4.972992342233951
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd030614_v2.fits stis_ngsl_v2 0 4.236297975157964 4.400329211515274 4.236297975157964 4.400329211515274 4.236297975157964 4.400329211515274 4.236297975157964 4.400329211515274 4.236297975157964 4.400329211515274 4.236297975157964 4.400329211515274 4.236297975157964 4.400329211515274 4.236297975157964 4.400329211515274 4.236297975157964 4.400329211515274
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd022484_v2.fits stis_ngsl_v2 0 4.309127739239354 4.103389681200568 4.309127739239354 4.103389681200568 4.309127739239354 4.103389681200568 4.309127739239354 4.103389681200568 4.309127739239354 4.103389681200568 4.309127739239354 4.103389681200568 4.309127739239354 4.103389681200568 4.309127739239354 4.103389681200568 4.309127739239354 4.103389681200568
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd079469_v2.fits stis_ngsl_v2 0 3.8294021787197288 4.119556981480315 3.8294021787197288 4.119556981480315 3.8294021787197288 4.119556981480315 3.8294021787197288 4.119556981480315 3.8294021787197288 4.119556981480315 3.8294021787197288 4.119556981480315 3.8294021787197288 4.119556981480315 3.8294021787197288 4.119556981480315 3.8294021787197288 4.119556981480315
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g18-39_v2.fits stis_ngsl_v2 0 10.410002989822427 10.206921354044898 10.410002989822427 10.206921354044898 10.410002989822427 10.206921354044898 10.410002989822427 10.206921354044898 10.410002989822427 10.206921354044898 10.410002989822427 10.206921354044898 10.410002989822427 10.206921354044898 10.410002989822427 10.206921354044898 10.410002989822427 10.206921354044898
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g12-21_v2.fits stis_ngsl_v2 0 10.22605414595067 10.037298919262884 10.22605414595067 10.037298919262884 10.22605414595067 10.037298919262884 10.22605414595067 10.037298919262884 10.22605414595067 10.037298919262884 10.22605414595067 10.037298919262884 10.22605414595067 10.037298919262884 10.22605414595067 10.037298919262884 10.22605414595067 10.037298919262884
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd025893_v2.fits stis_ngsl_v2 0 7.252416415121775 6.873746079360256 7.252416415121775 6.873746079360256 7.252416415121775 6.873746079360256 7.252416415121775 6.873746079360256 7.252416415121775 6.873746079360256 7.252416415121775 6.873746079360256 7.252416415121775 6.873746079360256 7.252416415121775 6.873746079360256 7.252416415121775 6.873746079360256
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd132345_v2.fits stis_ngsl_v2 0 5.925564451856541 5.323368128063127 5.925564451856541 5.323368128063127 5.925564451856541 5.323368128063127 5.925564451856541 5.323368128063127 5.925564451856541 5.323368128063127 5.925564451856541 5.323368128063127 5.925564451856541 5.323368128063127 5.925564451856541 5.323368128063127 5.925564451856541 5.323368128063127
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd091316_v2.fits stis_ngsl_v2 0 3.7677423626603 4.103024089374209 3.7677423626603 4.103024089374209 3.7677423626603 4.103024089374209 3.7677423626603 4.103024089374209 3.7677423626603 4.103024089374209 3.7677423626603 4.103024089374209 3.7677423626603 4.103024089374209 3.7677423626603 4.103024089374209 3.7677423626603 4.103024089374209
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd117880_v2.fits stis_ngsl_v2 0 9.04382938915792 9.2346347171726 9.04382938915792 9.2346347171726 9.04382938915792 9.2346347171726 9.04382938915792 9.2346347171726 9.04382938915792 9.2346347171726 9.04382938915792 9.2346347171726 9.04382938915792 9.2346347171726 9.04382938915792 9.2346347171726 9.04382938915792 9.2346347171726
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_cd-621346_v2.fits stis_ngsl_v2 0 9.867700718157895 9.545576060739343 9.867700718157895 9.545576060739343 9.867700718157895 9.545576060739343 9.867700718157895 9.545576060739343 9.867700718157895 9.545576060739343 9.867700718157895 9.545576060739343 9.867700718157895 9.545576060739343 9.867700718157895 9.545576060739343 9.867700718157895 9.545576060739343
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_gl109_v2.fits stis_ngsl_v2 0 10.652895346177285 9.314018338087315 10.652895346177285 9.314018338087315 10.652895346177285 9.314018338087315 10.652895346177285 9.314018338087315 10.652895346177285 9.314018338087315 10.652895346177285 9.314018338087315 10.652895346177285 9.314018338087315 10.652895346177285 9.314018338087315 10.652895346177285 9.314018338087315
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd016031_v2.fits stis_ngsl_v2 0 9.79032219455485 9.61594849654439 9.79032219455485 9.61594849654439 9.79032219455485 9.61594849654439 9.79032219455485 9.61594849654439 9.79032219455485 9.61594849654439 9.79032219455485 9.61594849654439 9.79032219455485 9.61594849654439 9.79032219455485 9.61594849654439 9.79032219455485 9.61594849654439
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd371458_v2.fits stis_ngsl_v2 0 9.026433060684678 8.761139011793738 9.026433060684678 8.761139011793738 9.026433060684678 8.761139011793738 9.026433060684678 8.761139011793738 9.026433060684678 8.761139011793738 9.026433060684678 8.761139011793738 9.026433060684678 8.761139011793738 9.026433060684678 8.761139011793738 9.026433060684678 8.761139011793738
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd081797_v2.fits stis_ngsl_v2 0 2.1859386680652904 1.4621869980114859 2.1859386680652904 1.4621869980114859 2.1859386680652904 1.4621869980114859 2.1859386680652904 1.4621869980114859 2.1859386680652904 1.4621869980114859 2.1859386680652904 1.4621869980114859 2.1859386680652904 1.4621869980114859 2.1859386680652904 1.4621869980114859 2.1859386680652904 1.4621869980114859
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd067390_v2.fits stis_ngsl_v2 0 9.537839976143491 9.490753879361744 9.537839976143491 9.490753879361744 9.537839976143491 9.490753879361744 9.537839976143491 9.490753879361744 9.537839976143491 9.490753879361744 9.537839976143491 9.490753879361744 9.537839976143491 9.490753879361744 9.537839976143491 9.490753879361744 9.537839976143491 9.490753879361744
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd061603_v2.fits stis_ngsl_v2 0 5.974645922576343 5.106619420880715 5.974645922576343 5.106619420880715 5.974645922576343 5.106619420880715 5.974645922576343 5.106619420880715 5.974645922576343 5.106619420880715 5.974645922576343 5.106619420880715 5.974645922576343 5.106619420880715 5.974645922576343 5.106619420880715 5.974645922576343 5.106619420880715
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd062412_v2.fits stis_ngsl_v2 0 5.674946954546943 5.21885217714523 5.674946954546943 5.21885217714523 5.674946954546943 5.21885217714523 5.674946954546943 5.21885217714523 5.674946954546943 5.21885217714523 5.674946954546943 5.21885217714523 5.674946954546943 5.21885217714523 5.674946954546943 5.21885217714523 5.674946954546943 5.21885217714523
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd031219_v2.fits stis_ngsl_v2 0 8.192260364654576 8.002449709533924 8.192260364654576 8.002449709533924 8.192260364654576 8.002449709533924 8.192260364654576 8.002449709533924 8.192260364654576 8.002449709533924 8.192260364654576 8.002449709533924 8.192260364654576 8.002449709533924 8.192260364654576 8.002449709533924 8.192260364654576 8.00244970953393
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd002857_v2.fits stis_ngsl_v2 0 10.314673282842381 10.455443122443906 10.314673282842381 10.455443122443906 10.314673282842381 10.455443122443906 10.314673282842381 10.455443122443906 10.314673282842381 10.455443122443906 10.314673282842381 10.455443122443906 10.314673282842381 10.455443122443906 10.314673282842381 10.455443122443906 10.314673282842381 10.455443122443906
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd114710_v2.fits stis_ngsl_v2 0 4.261078669594919 4.0355556549809535 4.261078669594919 4.0355556549809535 4.261078669594919 4.0355556549809535 4.261078669594919 4.0355556549809535 4.261078669594919 4.0355556549809535 4.261078669594919 4.0355556549809535 4.261078669594919 4.0355556549809535 4.261078669594919 4.0355556549809535 4.261078669594919 4.0355556549809535
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd198809_v2.fits stis_ngsl_v2 0 4.594145232341482 4.215314487638597 4.594145232341482 4.215314487638597 4.594145232341482 4.215314487638597 4.594145232341482 4.215314487638597 4.594145232341482 4.215314487638597 4.594145232341482 4.215314487638597 4.594145232341482 4.215314487638597 4.594145232341482 4.215314487638597 4.594145232341482 4.215314487638601
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g88-27_v2.fits stis_ngsl_v2 0 10.715884926375495 10.533697033425337 10.715884926375495 10.533697033425337 10.715884926375495 10.533697033425337 10.715884926375495 10.533697033425337 10.715884926375495 10.533697033425337 10.715884926375495 10.533697033425337 10.715884926375495 10.533697033425337 10.715884926375495 10.533697033425337 10.715884926375495 10.533697033425337
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd210807_v2.fits stis_ngsl_v2 0 4.863282105781909 4.444625383551273 4.863282105781909 4.444625383551273 4.863282105781909 4.444625383551273 4.863282105781909 4.444625383551273 4.863282105781909 4.444625383551273 4.863282105781909 4.444625383551273 4.863282105781909 4.444625383551273 4.863282105781909 4.444625383551273 4.863282105781909 4.444625383551273
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd201091_v2.fits stis_ngsl_v2 0 5.253975093698532 4.574100799384919 5.253975093698532 4.574100799384919 5.253975093698532 4.574100799384919 5.253975093698532 4.574100799384919 5.253975093698532 4.574100799384919 5.253975093698532 4.574100799384919 5.253975093698532 4.574100799384919 5.253975093698532 4.574100799384919 5.253975093698532 4.574100799384919
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd165341_v2.fits stis_ngsl_v2 0 4.264510287454101 3.88612878758801 4.264510287454101 3.88612878758801 4.264510287454101 3.88612878758801 4.264510287454101 3.88612878758801 4.264510287454101 3.88612878758801 4.264510287454101 3.88612878758801 4.264510287454101 3.88612878758801 4.264510287454101 3.88612878758801 4.264510287454101 3.88612878758801
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd131873_v2.fits stis_ngsl_v2 0 2.150860553941847 1.35786704759294 2.150860553941847 1.35786704759294 2.150860553941847 1.35786704759294 2.150860553941847 1.35786704759294 2.150860553941847 1.35786704759294 2.150860553941847 1.35786704759294 2.150860553941847 1.35786704759294 2.150860553941847 1.35786704759294 2.150860553941847 1.35786704759294
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_cd-3018140_v2.fits stis_ngsl_v2 0 10.069415173767691 9.957008031940457 10.069415173767691 9.957008031940457 10.069415173767691 9.957008031940457 10.069415173767691 9.957008031940457 10.069415173767691 9.957008031940457 10.069415173767691 9.957008031940457 10.069415173767691 9.957008031940457 10.069415173767691 9.957008031940457 10.069415173767691 9.957008031940457
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd184266_v2.fits stis_ngsl_v2 0 7.638841647183206 7.35285631274294 7.638841647183206 7.35285631274294 7.638841647183206 7.35285631274294 7.638841647183206 7.35285631274294 7.638841647183206 7.35285631274294 7.638841647183206 7.35285631274294 7.638841647183206 7.35285631274294 7.638841647183206 7.35285631274294 7.638841647183206 7.35285631274294
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd057060_v2.fits stis_ngsl_v2 0 5.209108512762906 5.5255598254920635 5.209108512762906 5.5255598254920635 5.209108512762906 5.5255598254920635 5.209108512762906 5.5255598254920635 5.209108512762906 5.5255598254920635 5.209108512762906 5.5255598254920635 5.209108512762906 5.5255598254920635 5.209108512762906 5.5255598254920635 5.209108512762906 5.5255598254920635
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd045282_v2.fits stis_ngsl_v2 0 8.070365800344714 7.745320879467517 8.070365800344714 7.745320879467517 8.070365800344714 7.745320879467517 8.070365800344714 7.745320879467517 8.070365800344714 7.745320879467517 8.070365800344714 7.745320879467517 8.070365800344714 7.745320879467517 8.070365800344714 7.745320879467517 8.070365800344714 7.745320879467517
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd176437_v2.fits stis_ngsl_v2 0 3.1935509213714006 3.4496987018476446 3.1935509213714006 3.4496987018476446 3.1935509213714006 3.4496987018476446 3.1935509213714006 3.4496987018476446 3.1935509213714006 3.4496987018476446 3.1935509213714006 3.4496987018476446 3.1935509213714006 3.4496987018476446 3.1935509213714006 3.4496987018476446 3.1935509213714006 3.4496987018476446
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd185144_v2.fits stis_ngsl_v2 0 4.702146678461084 4.3226239780648825 4.702146678461084 4.3226239780648825 4.702146678461084 4.3226239780648825 4.702146678461084 4.3226239780648825 4.702146678461084 4.3226239780648825 4.702146678461084 4.3226239780648825 4.702146678461084 4.3226239780648825 4.702146678461084 4.3226239780648825 4.702146678461084 4.3226239780648825
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd057727_v2.fits stis_ngsl_v2 0 5.0584106127961554 4.636262698827732 5.0584106127961554 4.636262698827732 5.0584106127961554 4.636262698827732 5.0584106127961554 4.636262698827732 5.0584106127961554 4.636262698827732 5.0584106127961554 4.636262698827732 5.0584106127961554 4.636262698827732 5.0584106127961554 4.636262698827732 5.0584106127961554 4.636262698827732
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g188-30_v2.fits stis_ngsl_v2 0 11.291696954505088 11.014155800929412 11.291696954505088 11.014155800929412 11.291696954505088 11.014155800929412 11.291696954505088 11.014155800929412 11.291696954505088 11.014155800929412 11.291696954505088 11.014155800929412 11.291696954505088 11.014155800929412 11.291696954505088 11.014155800929412 11.291696954505088 11.014155800929412
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_bd+112998_v2.fits stis_ngsl_v2 0 9.119779042955756 8.794031326331162 9.119779042955756 8.794031326331162 9.119779042955756 8.794031326331162 9.119779042955756 8.794031326331162 9.119779042955756 8.794031326331162 9.119779042955756 8.794031326331162 9.119779042955756 8.794031326331162 9.119779042955756 8.794031326331162 9.119779042955756 8.794031326331162
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd204155_v2.fits stis_ngsl_v2 0 8.517980383139406 8.283130819812556 8.517980383139406 8.283130819812556 8.517980383139406 8.283130819812556 8.517980383139406 8.283130819812556 8.517980383139406 8.283130819812556 8.517980383139406 8.283130819812556 8.517980383139406 8.283130819812556 8.517980383139406 8.283130819812556 8.517980383139406 8.283130819812556
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_g029-023_v2.fits stis_ngsl_v2 0 10.262459430462979 10.07458700938238 10.262459430462979 10.07458700938238 10.262459430462979 10.07458700938238 10.262459430462979 10.07458700938238 10.262459430462979 10.07458700938238 10.262459430462979 10.07458700938238 10.262459430462979 10.07458700938238 10.262459430462979 10.07458700938238 10.262459430462979 10.07458700938238
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd122956_v2.fits stis_ngsl_v2 0 7.299047372736023 6.7586895376651945 7.299047372736023 6.7586895376651945 7.299047372736023 6.7586895376651945 7.299047372736023 6.7586895376651945 7.299047372736023 6.7586895376651945 7.299047372736023 6.7586895376651945 7.299047372736023 6.7586895376651945 7.299047372736023 6.7586895376651945 7.299047372736023 6.7586895376651945
ATLAS ATLAS spectra/stis_ngsl_v2/h_stis_ngsl_hd128279_v2.fits stis_ngsl_v2 0 8.073843389971092 7.727263624553519 8.073843389971092 7.727263624553519 8.073843389971092 7.727263624553519 8.073843389971092 7.727263624553519 8.073843389971092 7.727263624553519 8.073843389971092 7.727263624553519 8.073843389971092 7.727263624553519 8.073843389971092 7.727263624553519 8.073843389971092 7.727263624553519
